id,bid,user_id,用户昵称,微博正文,头条文章url,发布位置,艾特用户,话题,转发数,评论数,点赞数,发布时间,发布工具,微博图片url,微博视频url,retweet_id
4835991094825136,Mf6i9kfeM,6369494833,福哥看盘,八天七板，白酒借壳？近期，酒企借壳猜想引起市场对相关壳资源股热炒，但上市公司均对相关传闻进行了“否认”。因被传是贵州习酒将借壳上市的壳资源，贵绳股份、贵广网络、*ST天成此前出现不同程度大涨，但随后上述公司对传闻进行了回应，相关借壳传闻不属实。西凤酒借壳上市传闻也被市场热炒，西安饮食近期接连涨停，短短8个交易日内实现7个涨停板，涨幅超100%。11月14日晚，公司发布公告澄清，未收到有关与西凤酒、习酒重组的计划，亦不存在应披露而未披露的重大事项。市场分析人士指出，仅靠传闻炒壳资源，无异于豪赌。按照历史经验看，A股也有公司因相关传闻股价实现大涨，但最终股价都回归基本面。8个交易日股价翻倍西安饮食于1997年登陆A股。据了解，当下西安饮食旗下有11家餐饮企业被国家商务部认定为“中华老字号”。其中包括西安饭庄、老孙家饭庄、德发长酒店、同盛祥饭庄、春发生饭店、西安烤鸭店、五一饭店、白云章饺子馆、聚丰园饭店、东亚饭店以及桃李村饭店。因被传为西凤酒、习酒借壳对象，公司股价自11月3日以来，8个交易日内实现7个涨停板，累计涨幅超100%。因公司股价连日大涨，深交所11月9日曾下发关注函，要求公司关注、核实相关事项，确认是否存在应披露而未披露的重大信息，公司基本面是否发生重大变化；公司股东及实际控制人是否计划对公司进行股权转让、资产重组以及其他对公司有重大影响的事项；以及是否存在涉嫌内幕交易的情形等。11月14日晚，西安饮食回复深交所关注函，经确认，公司无应予以披露而未披露的事项或与该事项有关的筹划、商谈、意向、协议等；董事会也未获悉公司应予以披露而未披露的、对本公司股票价格产生较大影响的信息。不过，公司披露了其餐饮门店的最新进展。因疫情影响，根据西安市新型冠状病毒肺炎疫情防控相关工作要求，公司所属餐饮门店自2022年10月11日起暂停店堂营业。之后，按照西安市最新疫情防控工作安排，公司所属门店自2022年10月28日起有序开放店堂营业。值得一提的是，在股价异动公告中，公司提到，前期有投资者通过深交所互动易平台提问，涉及公司与西凤酒、习酒等酒企的重组事宜。公司表示，未收到有关与西凤酒、习酒重组的计划，如有重大事项公司将及时披露相关公告。西凤酒曾是“四大名酒”中唯一未上市的酒企，在资本市场之外徘徊多年，坊间也不时有其借壳上市的传言，陕西省内多家上市公司都与其有过借壳传闻。西凤酒官网资料显示，2022年，西凤品牌价值为2120.11亿元，位居中国白酒类品牌价值排行榜前列。目前，公司总资产突破80亿元，年生产能力10万吨，是西北地区最大的国家名酒制造企业、陕西省利税大户之一。习酒借壳传闻也被热炒酒企借壳传闻被热炒的不仅是西凤酒，习酒借壳贵绳股份、贵广网络、*ST天成等公司的传闻，更是引起相关公司股价持续大涨。今年7月，茅台集团把持有贵州习酒的82%股权无偿划归给了贵州省国资委，不再全资控股贵州习酒。贵州习酒正式“脱茅单飞”，贵州茅台与贵州习酒的同业竞争问题也得到解决。今年8月下旬，习酒公司又发生工商变更，原股东贵州省人民政府国有资产监督管理委员会不再直接持有82%股份，变更为由贵州习酒投资控股集团有限责任公司、贵州省黔晟国有资产经营有限责任公司(黔晟国资)分别持股57%、25%。习酒的接连动作引起市场关注，其重启上市的呼声也愈发响亮，相关壳资源股也先后被热炒，股价出现不同程度上涨，其中，贵绳股份涨幅更大。据贵州习酒官网资料显示，贵州习酒于1998年加入茅台集团，在茅台集团的支持和帮助下发展壮大，品牌价值1690.53亿元，位列贵州省白酒第二名、中国白酒前八名，中国酱酒第二名。目前，公司具有5万余吨的优质基酒年生产、包装能力及18万吨的基酒贮存能力。“十四五”末，将发展成为一个具备10万千升产能的大型企业集团。公司纷纷回应因相关酒企动作频频，引起市场对酒企借壳猜想，但相关上市公司均进行了“否认”。被传习酒借壳的贵绳股份、贵广网络、*ST天成此前曾多次回应，贵绳股份更是多次发公告提醒投资者，相关传闻不属实。贵绳股份对于习酒借壳传闻曾表示，公司开展全面调查，并向控股股东及实际控制人进行了征询。公司、公司控股股东及实际控制人均不存在影响公司股票交易异常波动的重大事项。公司并不涉及与酒企业的“借壳”、“重组”的洽谈或谈判等相关行为，也无计划从事与酒相关业务，关于公司“酒企借壳”的相关传闻不属实。贵广网络也曾公告称，公司关注到市场关于公司“酒企借壳、重组”相关传闻，经自查，公司、控股股东、实际控制人均不存在筹划涉及上市公司的应披露而未披露的重大事项。公司不涉及“酒企借壳、重组”相关情形，市场关于公司“酒企借壳、重组”相关传闻不属实。*ST天成也表示，公司关注到存在关于公司“酒企借壳”的相关传闻。公司开展全面调查，并向公司相关股东进行了征询。公司并不涉及与酒企业的“借壳”、“重组”的洽谈或谈判等相关行为，关于公司“酒企借壳”的相关传闻不属实。近期，西凤酒借壳传闻被热炒，相关上市公司也进行了回应。针对“西凤酒近期有没有借贵司壳上市的计划”的提问，永吉股份在互动平台回复称，公司目前暂无问题所述的相关计划。西安饮食也公告称，前期有投资者通过深交所互动易平台提问，涉及公司与西凤酒、习酒等酒企的重组事宜。公司已通过互动易予以回复：公司未收到有关与西凤酒、习酒重组的计划，如有重大事项公司将及时披露相关公告#今日看盘##财经#,,,,"今日看盘,财经",0,0,1,2022-11-15 08:53,iPhone XR,,,
4793595053216393,LDgPLduJj,3339473230,雍州节度使,#西安生活#西安春发生饭店始建于1920年，是一家以经营陕西地方风味小吃“葫芦头泡馍”闻名的百年老字号饭店。上世纪二十年代，西安一位文人在品尝了该店的葫芦头泡馍后，取杜甫《春夜喜雨》诗中“好雨知时节，当春乃发生”的名句，为该店题写了店名“春发生”，遂以此定为店名。南院门店对面是西安古旧书店，好书是真不少，可惜我大部分都买不起。,,,,西安生活,3,6,16,2022-07-21 09:06,荣耀50 5G,"['https://wx3.sinaimg.cn/large/c70c514ely1h4dw4f8ejuj22yo2804qs.jpg', 'https://wx1.sinaimg.cn/large/c70c514ely1h4e9wc2360j22yo280x6q.jpg', 'https://wx4.sinaimg.cn/large/c70c514ely1h4dw47rtwlj22yo2801kz.jpg', 'https://wx1.sinaimg.cn/large/c70c514ely1h4e9wdzbvej230g29ce83.jpg']",,
4778135260763061,LwMEC3cvr,7460437755,翰墨碑林文化之城,#寻“迹”碑林非遗#你吃过“非遗”吗？碑林的非遗不只民间传统的音乐、戏曲、舞蹈和美术，更有美食！“春发生葫芦头泡馍”就是其中之一~春发生创建于1920年，其名取自唐代大诗人杜甫《春夜喜雨》诗中的“好雨知时节，当春乃发生”的名句。“春发生葫芦头泡馍”继承了药王孙思邈的养生食疗理念，沿袭了上千年的传统烹制工艺，是一家以经营“汉唐养生宴”、“养生五行菜”及“葫芦头泡馍”等特色美食和风味小吃的特一级饭店。“五行系列炒菜”、“葫芦头泡馍”、“水盆大肉”、“三鲜煮馍”等十余个菜点先后被国家商业部、中国烹饪协会评为“中国名菜”、“中华名小吃”称号。,,,,寻“迹”碑林非遗,1,0,0,2022-06-08 17:14,新版微博 weibo.com,"['https://wx3.sinaimg.cn/large/0088TeFdly1h30yctfrdbj30fa0du79b.jpg', 'https://wx2.sinaimg.cn/large/0088TeFdly1h30yczdxqlj30jg0d5ahz.jpg']",,
4774235971258487,Lv9dr5hob,5242063994,Surrender不中,我太喜欢“春发生”这间饭店的名字了。看完老唐的视频一直在🧠回荡。,,,,,0,0,1,2022-05-28 23:00,iPhone客户端,,,
4758108935554173,LonG5niTr,2479979312,德发长,三月三日空气新，长安水边多丽人#最好的时光在书里#@文明西安@中国文明网@饮食西安@春发生饭店,,,"文明西安,中国文明网,饮食西安,春发生饭店",最好的时光在书里,0,0,0,2022-04-14 10:57,新版微博 weibo.com,"['https://wx4.sinaimg.cn/large/93d17b30ly1h191y2udotj22tc240x6p.jpg', 'https://wx1.sinaimg.cn/large/93d17b30ly1h191y41xw2j22402tc7wi.jpg']",,
4758091994761567,LoneLjYHt,2479979312,德发长,最好的时光在书里，放慢脚步浏览书香。#最好的时光在书里#@文明西安@中国文明网@饮食西安@春发生饭店,,,"文明西安,中国文明网,饮食西安,春发生饭店",最好的时光在书里,1,0,1,2022-04-14 09:49,新版微博 weibo.com,"['https://wx1.sinaimg.cn/large/93d17b30ly1h190amtqo4j20ia0pvgnf.jpg', 'https://wx1.sinaimg.cn/large/93d17b30ly1h190ap0iazj20fm0hb765.jpg']",,
4720058763316069,L8pOQdUEZ,1752548632,穷游锦囊,【#西安已到了与病毒殊死较量的关键时期#】西安加油✊愿城市早日一如往昔～每天早晨，去回民风情坊吃早餐，在那宾客盈门的小店中品尝一下贾三灌汤包、平娃烤肉、红红酸米等各色小吃；上午，去古老宽阔的城墙上骑着自行车，极目远眺，城里城外风光一览无余；中午，在春发生饭店品尝特色的葫芦头，在西安饭庄品尝著名的羊肉泡馍；下午，到钟楼听一场原汁原味的秦腔，或是到大唐芙蓉园看一场梦回大唐的歌舞；傍晚，欣赏大唐芙蓉园那如仙宫般的夜景后，再到古城墙根下的酒吧来一杯小酒。西安一天的生活，犹如跨越了时空，混乱了朝代，似古非古，似今非今，却又浑然天成，分外诱人。负责任的旅行穷游锦囊《西安》，下载可戳：O网页链接图via穷游er元気滿滿莱克茜,,,,西安已到了与病毒殊死较量的关键时期,2,1,6,2021-12-30 10:59,负责任的旅行超话,"['https://wx2.sinaimg.cn/large/6875c518ly1gxvoc9z45dj21400u0wof.jpg', 'https://wx3.sinaimg.cn/large/6875c518ly1gxvocvfhy3j21410u0n76.jpg', 'https://wx4.sinaimg.cn/large/6875c518ly1gxvocbtlh9j21400u0ajz.jpg', 'https://wx1.sinaimg.cn/large/6875c518ly1gxvocc0u34j21400u0dq7.jpg', 'https://wx4.sinaimg.cn/large/6875c518ly1gxvocy08dfj215o0rsjyn.jpg', 'https://wx1.sinaimg.cn/large/6875c518ly1gxvoc9ocqoj21410u049d.jpg', 'https://wx4.sinaimg.cn/large/6875c518ly1gxvocqbbt7j21400u00zh.jpg', 'https://wx1.sinaimg.cn/large/6875c518ly1gxvochr143j20u00u0dnf.jpg', 'https://wx2.sinaimg.cn/large/6875c518ly1gxvoca5invj21400u0tky.jpg']",,
4695918928724740,KEfhWABHC,5893853787,微曲江,#微眼看曲江#【易俗社街区IN食西安老字号集群暂停营业！】据西安市新型肺炎疫情联防联控有关要求，为确保广大顾客及员工的健康和安全，自10月24日起，西安饮食股份有限公司易俗社街区IN食西安老字号集群(西安饭庄、大香港酒楼、聚丰园饭店、五一饭店、西安烤鸭店、同盛祥饭庄、新中华甜品店、桃李秦椒炒肉、白云章饺子馆、串佬儿烧烤酒馆等)将暂停营业，具体恢复营业时间将会在第一时间予以公告。其中，五一鲜包售卖地址迁至碑林区南院门25号春发生饭店及劳卫路西荷花园西安烤鸭店“五一鲜包”档口继续为广大市民提供服务。,,,,微眼看曲江,0,0,0,2021-10-24 20:16,荣耀Play 让快更快,['https://wx4.sinaimg.cn/large/006qS0BRly1gvqny8wfskj60bz0l60wi02.jpg'],,
4695807422890360,KEco6c7UI,3804173419,各界导报社官微,#西安疫情防控收紧#【易俗社街区IN食西安老字号集群暂停营业】根据西安市新型肺炎疫情联防联控有关要求，为确保广大顾客及员工的健康和安全，自10月24日起，西安饮食股份有限公司易俗社街区IN食西安老字号集群（西安饭庄、大香港酒楼、聚丰园饭店、五一饭店、西安烤鸭店、同盛祥饭庄、新中华甜品店、桃李秦椒炒肉、白云章饺子馆、串佬儿烧烤酒馆等）将暂停营业，具体恢复营业时间将会在第一时间予以公告。其中，五一鲜包售卖地址迁至碑林区南院门25号春发生饭店及劳卫路西荷花园西安烤鸭店“五一鲜包”档口继续为广大市民提供服务。（华商网）,,,,西安疫情防控收紧,0,0,0,2021-10-24 12:53,vivo 全新水滴屏手机,['https://wx4.sinaimg.cn/large/0049rVhNly1gvqb57sr4hj60hs0dctad02.jpg'],,
4695801986811280,KEcfkszVm,2920215241,饮食西安,根据西安市新型肺炎疫情联防联控有关要求，为确保广大顾客及员工的健康和安全，自10月24日起，西安饮食股份有限公司易俗社街区IN食西安老字号集群（西安饭庄、大香港酒楼、聚丰园饭店、五一饭店、西安烤鸭店、同盛祥饭庄、新中华甜品店、桃李秦椒炒肉、白云章饺子馆、串佬儿烧烤酒馆等）将暂停营业，具体恢复营业时间将会在第一时间予以公告。其中，五一鲜包售卖地址迁至碑林区南院门25号春发生饭店及劳卫路西荷花园西安烤鸭店“五一鲜包”档口继续为广大市民提供服务。在此期间，西安饮食股份有限公司其他门店均正常营业，就餐地址和预定电话请在“IN食西安”公众号会员中心查询。感谢广大顾客朋友的理解与支持，顺祝您及家人安康吉祥！西安饮食股份有限公司2021年10月24日,,,,,0,0,1,2021-10-24 12:31,iPhone客户端,['https://wx1.sinaimg.cn/large/003bCVnPly1gvqaiq9gtkj60uk071aau02.jpg'],,
4695788481939655,KEbTy88AL,3484154487,三秦都市报唐朝报道,  【易俗社街区IN食西安老字号集群暂停营业】2021年10月24日，西安饮食股份有限公司发布公告，易俗社街区IN食西安老字号集群暂停营业。公告称，根据西安市新型肺炎疫情联防联控有关要求，为确保广大顾客及员工的健康和安全，自10月24日起，西安饮食股份有限公司易俗社街区IN食西安老字号集群（西安饭庄、大香港酒楼、聚丰园饭店、五一饭店、西安烤鸭店、同盛祥饭庄、新中华甜品店、桃李秦椒炒肉、白云章饺子馆、串佬儿烧烤酒馆等）将暂停营业，具体恢复营业时间将会在第一时间予以公告。其中，五一鲜包售卖地址迁至碑林区南院门25号春发生饭店及劳卫路西荷花园西安烤鸭店“五一鲜包”档口继续为广大市民提供服务。    在此期间，西安饮食股份有限公司其他门店均正常营业。               ,,,,,0,0,2,2021-10-24 11:38,三秦都市报HarmonyOS设备,['https://wx1.sinaimg.cn/large/003NN9K7ly1gvq8wo3rlhj60xc1pptl902.jpg'],,
4695777689734374,KEbC8EQm2,1830055592,陕西都市热线,【#西安易俗社街区多家老字号暂停营业#】根据西安市新型肺炎疫情联防联控有关要求，为确保广大顾客及员工的健康和安全，自10月24日起，西安饮食股份有限公司易俗社街区IN食西安老字号集群（西安饭庄、大香港酒楼、聚丰园饭店、五一饭店、西安烤鸭店、同盛祥饭庄、新中华甜品店、桃李秦椒炒肉、白云章饺子馆、串佬儿烧烤酒馆等）将暂停营业，具体恢复营业时间将会在第一时间予以公告。其中，五一鲜包售卖地址迁至碑林区南院门25号春发生饭店及劳卫路西荷花园西安烤鸭店“五一鲜包”档口继续为广大市民提供服务。#陕西新增2例本土病例#via.IN食西安,,,,"西安易俗社街区多家老字号暂停营业,陕西新增2例本土病例",0,0,0,2021-10-24 10:55,微博 weibo.com,['https://wx1.sinaimg.cn/large/001ZQJ3Gly1gvq7qaf0o0j60gf0gm41d02.jpg'],,
4695777555513995,KEbBVn8rp,1915671961,陕西都市快报,【#西安易俗社街区多家老字号暂停营业#】根据西安市新型肺炎疫情联防联控有关要求，为确保广大顾客及员工的健康和安全，自10月24日起，西安饮食股份有限公司易俗社街区IN食西安老字号集群（西安饭庄、大香港酒楼、聚丰园饭店、五一饭店、西安烤鸭店、同盛祥饭庄、新中华甜品店、桃李秦椒炒肉、白云章饺子馆、串佬儿烧烤酒馆等）将暂停营业，具体恢复营业时间将会在第一时间予以公告。其中，五一鲜包售卖地址迁至碑林区南院门25号春发生饭店及劳卫路西荷花园西安烤鸭店“五一鲜包”档口继续为广大市民提供服务。#一键查询距离最近的24小时核酸采样点#via.IN食西安,,,,"西安易俗社街区多家老字号暂停营业,一键查询距离最近的24小时核酸采样点",0,0,2,2021-10-24 10:54,360安全浏览器,['https://wx2.sinaimg.cn/large/0025DXMRly1gvq7ovpu00j60gf0gmju802.jpg'],,
4695774040425762,KEbwg1ML8,2208160981,西安新闻网,【#易俗社街区IN食西安老字号集群暂停营业#】根据西安市新型肺炎疫情联防联控有关要求，为确保广大顾客及员工的健康和安全，自10月24日起，西安饮食股份有限公司易俗社街区IN食西安老字号集群（西安饭庄、大香港酒楼、聚丰园饭店、五一饭店、西安烤鸭店、同盛祥饭庄、新中华甜品店、桃李秦椒炒肉、白云章饺子馆、串佬儿烧烤酒馆等）将暂停营业，具体恢复营业时间将会在第一时间予以公告。其中，五一鲜包售卖地址迁至碑林区南院门25号春发生饭店及劳卫路西荷花园西安烤鸭店“五一鲜包”档口继续为广大市民提供服务。（via.华商网）,,,,易俗社街区IN食西安老字号集群暂停营业,0,0,0,2021-10-24 10:40,微博 weibo.com,['https://wx4.sinaimg.cn/large/002prdxHly1gvq7b4v0s6j60hs0dc0ud02.jpg'],,
4695772249196313,KEbtmCAnD,1644855075,华商网,【#易俗社街区IN食西安老字号集群暂停营业#】根据西安市新型肺炎疫情联防联控有关要求，为确保广大顾客及员工的健康和安全，自10月24日起，西安饮食股份有限公司易俗社街区IN食西安老字号集群（西安饭庄、大香港酒楼、聚丰园饭店、五一饭店、西安烤鸭店、同盛祥饭庄、新中华甜品店、桃李秦椒炒肉、白云章饺子馆、串佬儿烧烤酒馆等）将暂停营业，具体恢复营业时间将会在第一时间予以公告。其中，五一鲜包售卖地址迁至碑林区南院门25号春发生饭店及劳卫路西荷花园西安烤鸭店“五一鲜包”档口继续为广大市民提供服务。,,,,易俗社街区IN食西安老字号集群暂停营业,0,0,2,2021-10-24 10:33,微博 weibo.com,['https://wx4.sinaimg.cn/large/001NjDWzly1gvq73rx7v3j60hs0dcq4k02.jpg'],,
